,word,score
7728,painkiller,-0.375
7729,YOUNG,-0.125
7730,smallpox,0.25
7731,hereditary,-0.125
7732,quieted,-0.125
7733,affectionately,0.625
7734,erodes,-0.125
7735,Meteorology,-0.125
7736,greening,0.125
7737,simulating,0.375
7738,plucky,-0.625
7739,detectable,0.625
7740,watcher,0.25
7741,contrarian,-0.25
7742,Compassion,-0.5
7743,horrid,-0.875
7744,Dunning,-0.125
7745,elevates,0.25
7746,awed,-0.125
7747,Correctional,0.25
7748,byproducts,-0.375
7749,deranged,0.125
7750,livable,0.625
7751,uninspired,-0.125
7752,realign,0.125
7753,tearfully,0.125
7754,characterizing,-0.25
7755,Strengthening,0.125
7756,thoughtfully,0.375
7757,Genetic,-0.125
7758,climactic,-0.375
7759,oblique,-0.125
7760,recanted,-0.625
7761,Ayrshire,0.125
7762,indisputable,-0.375
7763,decry,-0.25
7764,DoT,0.125
7765,unapologetic,-0.25
7766,poisons,-0.125
7767,intrepid,0.25
7768,ambivalence,-0.125
7769,tiresome,-0.25
7770,pretends,-0.25
7771,calibrated,0.25
7772,indefensible,-0.5
7773,macaroni,-0.375
7774,lurid,-0.5
7775,uninspiring,0.125
7776,unrecognized,-0.5
7777,adapts,0.25
7778,collagen,-0.25
7779,nutty,-0.25
7780,unfathomable,-0.625
7781,Prejudice,-0.875
7782,Excise,-0.625
7783,inflexible,-0.125
7784,Lyme_disease,-0.75
7785,Chiron,-0.25
7786,profess,0.125
7787,silliness,0.125
7788,Amity,-0.625
7789,commonsense,0.625
7790,cachet,0.5
7791,toying,0.625
7792,ghostly,-0.25
7793,unaffiliated,-0.125
7794,incurable,0.125
7795,ethereal,-0.125
7796,Philanthropy,0.125
7797,creditable,0.5
7798,energizing,0.125
7799,unassailable,0.125
7800,abandons,-0.375
7801,virginity,0.375
7802,pricier,0.5
7803,corals,-0.125
7804,intensively,0.125
7805,fazed,0.25
7806,wronged,-0.75
7807,opulent,0.75
7808,Swank,0.625
7809,assimilate,0.375
7810,unremarkable,0.125
7811,Realizing,0.375
7812,abhorrent,-0.75
7813,consecutively,0.375
7814,raring,-0.375
7815,Raid,-0.125
7816,vanquished,0.125
7817,uninhabitable,-0.5
7818,precluded,0.25
7819,unquestioned,-0.375
7820,sinful,-0.75
7821,macabre,-0.375
7822,satisfactorily,0.5
7823,Honest,0.375
7824,underachieving,-0.125
7825,dogfight,-0.25
7826,Diagnostic,0.25
7827,apathetic,-0.5
7828,overreaction,-0.25
7829,sedition,-0.25
7830,skillfully,0.25
7831,manhandled,-0.25
7832,inequities,-0.375
7833,Coy,0.5
7834,Encouraging,0.125
7835,pike,0.375
7836,bettering,0.75
7837,solidifying,-0.125
7838,Incredibly,-0.5
7839,torching,-0.125
7840,trembling,0.125
7841,cock,-0.125
7842,Differences,-0.375
7843,forte,0.25
7844,injectable,0.5
7845,Optimism,0.375
7846,stuffy,-0.125
7847,flammable,-0.5
7848,facial_hair,0.25
7849,backlogs,-0.625
7850,deplored,0.125
7851,morbidity,0.25
7852,unrecognizable,-0.625
7853,virtuoso,0.125
7854,creams,0.25
7855,staid,0.625
7856,Forgotten,0.25
7857,Alright,0.125
7858,reconstructive_surgery,0.125
7859,hushed,-0.125
7860,Dying,-0.625
7861,wondrous,0.75
7862,HDL,0.25
7863,sombre,-0.25
7864,annihilation,-0.125
7865,wannabes,0.125
7866,guesswork,-0.125
7867,incoherent,-0.125
7868,Scenic,0.25
7869,Poison,-0.125
7870,coercive,0.25
7871,venture_capitalist,0.125
7872,REALLY,0.625
7873,Dunkirk,-0.125
7874,aegis,-0.375
7875,skilful,0.625
7876,divergent,-0.125
7877,showmanship,0.125
7878,Regrettably,-0.875
7879,immeasurable,-0.25
7880,corny,-0.25
7881,tumult,-0.125
7882,regal,0.5
7883,EDITORIAL,0.125
7884,fretted,-0.25
7885,doctored,-0.125
7886,elves,0.125
7887,flag_waving,0.375
7888,fatwa,0.5
7889,Bally,-0.125
7890,Liability,0.25
7891,wildflowers,-0.125
7892,mightily,0.375
7893,conjures,0.125
7894,unwell,-0.625
7895,shoulder_pads,-0.125
7896,reinvigorated,0.25
7897,dispelled,0.125
7898,expend,0.25
7899,momentary,0.125
7900,beatification,-0.5
7901,cramp,-0.75
7902,Citation,0.125
7903,cots,-0.125
7904,fittingly,0.25
7905,vicious_cycle,-0.375
7906,subordinated,-0.25
7907,liquidating,-0.5
7908,briskly,0.375
7909,Palatine,0.125
7910,Mourners,-0.125
7911,Relax,-0.125
7912,Celebrex,-0.625
7913,bastard,-0.625
7914,retrofitting,-0.5
7915,Mentally,0.125
7916,balmy,-0.375
7917,industrialist,0.125
7918,incredulous,-0.75
7919,prenatal,-0.125
7920,scorned,-0.375
7921,freewheeling,0.125
7922,Midshipmen,0.375
7923,excelling,-0.25
7924,paranormal,-0.25
7925,Landau,-0.125
7926,steadfastly,0.5
7927,Tax_Credit,-0.25
7928,pleasurable,0.25
7929,berated,-0.75
7930,cord_blood,-0.5
7931,unblemished,0.625
7932,peruse,0.125
7933,pavilions,0.125
7934,Missed,-0.25
7935,cameos,-0.5
7936,Emotional,0.375
7937,smashes,0.5
7938,Investigating,0.125
7939,astonishingly,0.125
7940,outstripped,-0.125
7941,gory,-0.375
7942,ruthlessly,0.125
7943,homily,0.5
7944,greenest,-0.125
7945,Therapeutics,0.125
7946,flouting,-0.375
7947,understaffed,-0.75
7948,alleviated,0.25
7949,disinterested,0.375
7950,mercilessly,0.25
7951,Wild_Card,-0.375
7952,overstate,0.625
7953,functionalities,0.625
7954,pervert,0.125
7955,tarps,-0.125
7956,overran,0.125
7957,tropics,-0.125
7958,confounded,-0.5
7959,Caution,0.375
7960,Snakes,-0.375
7961,Transitional,0.125
7962,rationally,0.125
7963,perfectionist,-0.5
7964,Ogle,-0.125
7965,fatter,0.125
7966,Chill,-0.125
7967,intimately,0.125
7968,Reiter,0.25
7969,aplomb,-0.25
7970,ineffectual,-0.625
7971,wilted,-0.125
7972,smother,-0.125
7973,adulation,-0.125
7974,agnostic,0.125
7975,smarting,-0.625
7976,handicaps,-0.75
7977,antidepressant,-0.125
7978,vindictive,-0.125
7979,cleavage,0.125
7980,disregarding,-0.5
7981,trainings,0.125
7982,nerds,-0.5
7983,Vestal,0.25
7984,whore,-0.25
7985,succinct,0.375
7986,straw_poll,-0.125
7987,sufferings,-0.375
7988,truthfully,0.125
7989,expendable,0.75
7990,rancor,-0.5
7991,Stellar,0.125
7992,jovial,0.625
7993,lemon_juice,0.25
7994,mystified,-0.125
7995,indecent_exposure,-0.25
7996,gifting,-0.125
7997,Prevent,0.25
7998,pious,0.625
7999,theorized,0.25
8000,intimated,0.125
8001,mental_illnesses,0.375
8002,imperfections,-0.125
8003,judicious,0.625
8004,transistor,0.25
8005,acclimated,-0.375
8006,robs,-0.5
8007,Nook,-0.125
8008,piqued,-0.25
8009,undiagnosed,-0.125
8010,mojo,0.125
8011,moron,-0.125
8012,prudently,0.375
8013,MEND,-0.125
8014,taunt,-0.125
8015,Hog,-0.25
8016,Happily,0.25
8017,inconvenienced,-0.875
8018,veneer,-0.125
8019,reachable,0.375
8020,insulating,-0.125
8021,Hack,-0.25
8022,outdo,-0.125
8023,immortality,-0.125
8024,tasteless,-0.125
8025,Speedy,0.5
8026,Calm,0.375
8027,Wee,0.125
8028,misinformed,-0.25
8029,Amendments,-0.125
8030,clumps,-0.125
8031,Dispute,-0.25
8032,undisturbed,-0.375
8033,blindsided,-0.75
8034,Reliable,0.375
8035,fumed,-0.125
8036,trashing,0.125
8037,intently,-0.125
8038,Solace,-0.375
8039,Caption,0.25
8040,sarcastically,0.375
8041,Dykes,-0.375
8042,introspection,0.125
8043,bankrolled,-0.125
8044,smuggler,-0.25
8045,Pang,-0.375
8046,criminalize,-0.25
8047,Loud,0.25
8048,grudgingly,0.25
8049,Lone,-0.125
8050,marinas,-0.125
8051,ably,0.375
8052,gravely,0.125
8053,scum,0.25
8054,Denies,-0.875
8055,insanely,0.25
8056,unjustly,0.125
8057,decrying,-0.25
8058,tamed,0.375
8059,Intense,-0.125
8060,farcical,0.25
8061,Confident,0.375
8062,Entertainer,0.25
8063,Terrible,-0.625
8064,trinkets,-0.25
8065,Toxic,-0.25
8066,cursory,-0.625
8067,Sars,-0.125
8068,declassified,0.125
8069,Instrument,0.5
8070,enigma,0.25
8071,Spectator,0.25
8072,rejuvenation,0.125
8073,crown_jewel,0.5
8074,brainwashed,0.125
8075,amiable,0.75
8076,speculates,0.25
8077,unrepentant,-0.75
8078,mistaking,-0.5
8079,Asylum,-0.375
8080,Extraordinary,0.625
8081,Crusader,-0.25
8082,decrepit,-0.375
8083,Debris,-0.375
8084,Gays,0.125
8085,bluster,-0.25
8086,Medical_Examiner,-0.25
8087,COP,-0.25
8088,duplicates,0.25
8089,Highlight,0.125
8090,spotless,0.5
8091,JUST,0.625
8092,chubby,0.125
8093,Nominated,0.375
8094,wrangle,-0.125
8095,rollicking,0.125
8096,cowards,-0.25
8097,Capabilities,0.5
8098,invigorating,0.125
8099,Clown,-0.11200000000000004
8100,dangled,0.125
8101,ridding,0.5
8102,unabashed,-0.375
8103,orthodoxy,0.125
8104,indistinguishable,-0.375
8105,sedate,0.25
8106,manly,0.375
8107,aspired,0.125
8108,helplessness,-0.5
8109,lynching,-0.125
8110,Nuance,-0.125
8111,Alarm,0.125
8112,Impressive,0.125
8113,Encourage,0.125
8114,Drunk,0.125
8115,graphically,0.125
8116,superstition,0.5
8117,negotiable,0.5
8118,trickier,-0.75
8119,unconvinced,-0.5
8120,ma,0.875
8121,enthralling,0.125
8122,crows,-0.125
8123,faze,0.25
8124,Reaches,0.25
8125,cot,-0.125
8126,Mojo,0.125
8127,Wranglers,-0.25
8128,unseemly,-0.625
8129,endangers,-0.125
8130,vitriol,0.125
8131,stuns,-0.125
8132,dictatorships,-0.5
8133,Envoy,-0.125
8134,groundless,-0.5
8135,bangs,0.5
8136,straying,-0.25
8137,commendation,0.125
8138,Clarity,0.375
8139,uncommitted,-0.75
8140,Honorary,-0.5
8141,desecration,0.125
8142,snaked,-0.125
8143,Dias,0.375
8144,LI,-0.125
8145,feverishly,0.25
8146,righteousness,0.625
8147,unpopularity,0.25
8148,grunt,-0.375
8149,diluting,-0.125
8150,noncompliance,0.125
8151,dons,0.125
8152,barked,-0.375
8153,Redden,-0.125
8154,Behavior,0.25
8155,instilling,0.125
8156,impenetrable,-0.75
8157,overturns,-0.125
8158,Oddly,0.5
8159,graze,-0.5
8160,rainstorm,-0.25
8161,Gentleman,0.125
8162,embolden,0.25
8163,Dive,-0.125
8164,cruelly,-0.125
8165,maximized,0.25
8166,motionless,-0.625
8167,Comer,0.125
8168,Personality,-0.125
8169,deteriorates,-0.5
8170,implausible,-0.125
8171,bane,-0.625
8172,adoration,0.75
8173,mainstays,-0.125
8174,Mineral_Resources,0.125
8175,moan,-0.625
8176,Assistant_Professor,-0.625
8177,heckled,0.375
8178,flinch,-0.25
8179,celery,0.125
8180,cacophony,-0.25
8181,poop,-0.25
8182,inquisitive,0.5
8183,Stranger,-0.75
8184,DMS,-0.625
8185,unscripted,-0.625
8186,Petters,0.125
8187,xenophobia,-0.125
8188,beautify,0.25
8189,window_dressing,-0.5
8190,congratulatory,0.25
8191,marvels,0.625
8192,moral_obligation,0.125
8193,unworthy,0.375
8194,savoring,-0.125
8195,navy_blue,-0.125
8196,Intrepid,0.25
8197,Social_Affairs,0.25
8198,Wiles,-0.25
8199,reveling,-0.25
8200,adoring,0.375
8201,unimportant,0.125
8202,Massacre,-0.25
8203,Lithium,-0.125
8204,Heavyweight,-0.125
8205,disprove,-0.5
8206,irritant,-0.375
8207,untitled,-0.75
8208,unreasonably,-0.375
8209,fittest,0.5
8210,cushioned,-0.125
8211,inspirations,0.125
8212,Blue_Ribbon,0.75
8213,delightfully,0.375
8214,Concert_Hall,-0.125
8215,infringes,-0.125
8216,Fortuna,0.625
8217,vocally,0.125
8218,Confusion,-0.375
8219,scruffy,-0.25
8220,devious,0.75
8221,overheads,-0.375
8222,ugliest,-0.375
8223,dimming,-0.125
8224,Inspire,0.125
8225,summoning,-0.125
8226,insecurities,-0.125
8227,tacit,0.5
8228,retrofitted,-0.5
8229,scribbled,-0.375
8230,differentiates,-0.25
8231,shorting,-0.625
8232,baron,0.125
8233,obeyed,0.25
8234,trademarked,-0.25
8235,Questioned,0.75
8236,Nuts,-0.125
8237,elation,-0.125
8238,freelancers,-0.25
8239,freshest,-0.25
8240,carelessness,-0.625
8241,Excessive,-0.375
8242,Pill,0.125
8243,duke,0.5
8244,Apt,0.375
8245,outbid,-0.5
8246,confounding,-0.5
8247,munching,-0.375
8248,earnestly,0.25
8249,preying,0.5
8250,ROE,-0.25
8251,warp,-0.75
8252,obeying,0.25
8253,unfairness,-0.625
8254,barbeque,0.25
8255,ROC,-0.125
8256,Civilians,-0.25
8257,Fries,0.125
8258,Mummy,0.875
8259,convinces,0.125
8260,gung_ho,0.5
8261,Errors,-0.625
8262,drunks,0.125
8263,John_Doe,-0.125
8264,flicking,0.125
8265,Downes,0.375
8266,reconstructing,0.375
8267,Swine_Flu,-0.125
8268,indiscipline,-0.375
8269,unanimity,0.5
8270,orgasm,0.375
8271,prune,-0.25
8272,talkative,-0.125
8273,rescuer,-0.25
8274,TOM,0.125
8275,zany,0.25
8276,memorably,0.125
8277,Preventing,0.25
8278,judgmental,0.5
8279,slugfest,-0.25
8280,Grim,-0.75
8281,ideologically,0.25
8282,delectable,0.5
8283,soiled,-0.75
8284,biologically,0.25
8285,passively,0.5
8286,Obey,0.25
8287,Resigns,-0.25
8288,imperiled,-0.125
8289,condescending,0.25
8290,suspecting,-0.25
8291,urban_renewal,0.125
8292,hobbling,-0.375
8293,superfluous,-0.625
8294,preponderance,0.25
8295,wanders,-0.25
8296,coerce,0.25
8297,READ,0.25
8298,rarer,0.25
8299,burlesque,0.125
8300,anguished,-0.5
8301,antithesis,0.75
8302,unyielding,-0.75
8303,sidetracked,-0.125
8304,observant,0.5
8305,grudges,0.375
8306,injunctions,-0.125
8307,harried,-0.125
8308,riveted,0.125
8309,uneasiness,-0.25
8310,censured,-0.25
8311,disparaging,-0.25
8312,Tone,-0.125
8313,notional,-0.75
8314,Exciting,-0.125
8315,captions,0.25
8316,withstanding,-0.125
8317,downsides,0.125
8318,Endowment,0.125
8319,dumbfounded,-0.125
8320,substations,-0.25
8321,euphemism,-0.25
8322,indignant,-0.75
8323,kinship,0.5
8324,Odd,0.125
8325,atone,-0.125
8326,Meeker,0.75
8327,neurotic,-0.25
8328,dissimilar,-0.375
8329,tyrants,-0.125
8330,mental_retardation,-0.25
8331,bummed,0.5
8332,covertly,0.375
8333,artistically,0.125
8334,bigoted,-0.5
8335,scantily_clad,-0.25
8336,sweeteners,0.125
8337,Substance_Abuse,-0.375
8338,exclusions,0.125
8339,grumbled,-0.25
8340,lucid,0.5
8341,supplementing,-0.125
8342,vegetarians,-0.375
8343,pantheon,0.125
8344,decoding,0.125
8345,pained,-0.5
8346,superlative,0.375
8347,Prater,-0.375
8348,Anxiety,-0.125
8349,unavailability,-0.375
8350,unreleased,-0.125
8351,Demands,-0.25
8352,sedation,0.125
8353,spontaneity,-0.25
8354,gripes,-0.625
8355,death_knell,-0.25
8356,lumped,0.25
8357,enchanted,0.125
8358,unclassified,-0.75
8359,REVIEW,0.125
8360,infects,0.125
8361,driest,-0.25
8362,Dung,-0.125
8363,Brigadier_General,0.125
8364,rare_earths,-0.125
8365,Battling,-0.25
8366,Eternal,0.25
8367,adaptability,0.25
8368,dedicates,0.125
8369,Tempest,-0.5
8370,mugged,-0.25
8371,ache,-0.25
8372,contemplation,0.125
8373,unwitting,-0.25
8374,Casual,-0.5
8375,unsupported,-0.75
8376,unguarded,-0.375
8377,Delayed,0.125
8378,romances,0.25
8379,braving,-0.625
8380,liberally,0.25
8381,pseudoephedrine,0.125
8382,godsend,0.375
8383,endeavored,-0.125
8384,Financial_Statements,0.125
8385,shrill,0.125
8386,roiling,-0.375
8387,faceless,-0.5
8388,sympathized,0.375
8389,featherweight,-0.125
8390,Enhancement,0.375
8391,Unlikely,-0.625
8392,freestanding,-0.5
8393,Curiously,0.5
8394,immaterial,-0.625
8395,retraction,-0.625
8396,meritorious,0.25
8397,sickly,-0.875
8398,Viper,-0.375
8399,backdated,0.125
8400,Gall,-0.625
8401,foresaw,-0.125
8402,petrol_stations,0.25
8403,bewildering,-0.125
8404,Easily,0.25
8405,warts,-0.125
8406,Beverages,0.25
8407,unsteady,0.125
8408,muddle,-0.125
8409,buoyancy,0.125
8410,amicably,0.25
8411,cuddly,0.375
8412,Boon,0.375
8413,circumspect,0.25
8414,marooned,-0.125
8415,relaxes,-0.125
8416,Ebony,-0.125
8417,strived,-0.125
8418,deceptively,-0.625
8419,soundly,0.375
8420,grins,0.125
8421,gazed,0.125
8422,luscious,0.375
8423,panache,0.375
8424,Correct,0.25
8425,touchy,-0.125
8426,psychotherapy,0.125
8427,finality,0.25
8428,Hove,0.125
8429,Plasma,-0.25
8430,VERY,0.5
8431,fining,-0.125
8432,hallucinations,-0.5
8433,inert,-0.75
8434,Leal,0.375
8435,Loved,0.5
8436,unenforceable,-0.5
8437,exasperation,-0.5
8438,Brigadier,0.125
8439,vitamin_E,0.375
8440,backdating,0.125
8441,Wake_Up,0.375
8442,bumpers,-0.25
8443,rejoicing,-0.125
8444,nay,-0.25
8445,coexistence,-0.25
8446,Noyes,0.125
8447,depreciated,-0.125
8448,gasped,-0.125
8449,secondhand,-0.375
8450,sedated,0.25
8451,Protective,0.125
8452,Thane,-0.25
8453,indelible,-0.125
8454,foolishly,-0.625
8455,Mental,0.125
8456,lunatic,-0.125
8457,sufficiency,-0.25
8458,freshen,-0.125
8459,fortuitous,-0.125
8460,physiotherapy,-0.25
8461,Endurance,0.125
8462,GEM,0.5
8463,bountiful,0.5
8464,obscenities,0.125
8465,Blasts,-0.125
8466,nationalistic,0.375
8467,sore_throat,-0.5
8468,HUGE,-0.125
8469,claustrophobic,-0.125
8470,watchful,0.5
8471,kinder,0.625
8472,paralyze,-0.5
8473,extricate,-0.25
8474,Mess,-0.125
8475,uncensored,-0.5
8476,slapstick,0.25
8477,Practical,0.125
8478,dire_straits,-0.25
8479,ADD,0.5
8480,unpatriotic,0.125
8481,diabolical,-0.625
8482,aghast,0.25
8483,elbowing,-0.375
8484,processions,0.125
8485,ramshackle,-0.375
8486,constipation,-0.75
8487,Atonement,-0.75
8488,Visibility,0.25
8489,cowardice,-0.375
8490,affections,0.375
8491,impossibility,-0.25
8492,Bountiful,0.5
8493,squabbles,-0.25
8494,craved,0.5
8495,viral_infection,0.125
8496,overtones,0.25
8497,inoperable,-0.75
8498,disappoints,-0.25
8499,Understandably,0.125
8500,undermanned,-0.75
8501,fruity,-0.25
8502,manhood,0.25
8503,evasion,-0.5
8504,Colleagues,-0.125
8505,acetaminophen,-0.5
8506,flabbergasted,-0.375
8507,projectiles,-0.125
8508,transcendent,0.75
8509,Jewellery,0.125
8510,Troubles,-0.25
8511,rickety,0.5
8512,bowels,-0.125
8513,bedeviled,-0.125
8514,savored,0.375
8515,sweetly,0.25
8516,skydiving,0.125
8517,forlorn,-0.375
8518,Psycho,-0.375
8519,heat_exhaustion,-0.5
8520,befuddled,-0.5
8521,Robust,-0.375
8522,lurk,0.125
8523,animators,0.125
8524,ineffectiveness,-0.125
8525,regrettably,-0.875
8526,lubricant,0.5
8527,undercurrent,0.5
8528,Veterinary_Medicine,-0.125
8529,staunchly,0.25
8530,threefold,0.125
8531,resentful,-0.875
8532,Promotes,0.125
8533,chatty,-0.125
8534,wrappers,-0.125
8535,bugging,-0.125
8536,lauds,0.75
8537,overheat,-0.625
8538,untrained,-0.375
8539,entrust,0.375
8540,angers,0.375
8541,foie_gras,0.125
8542,unsatisfied,-0.5
8543,solemnly,0.125
8544,mugging,-0.25
8545,WINS,0.125
8546,Confirmation,0.375
8547,Honorable_Mention,0.5
8548,Embrace,0.125
8549,devour,-0.25
8550,Valor,0.5
8551,sicker,-0.625
8552,marksman,0.125
8553,Poets,0.5
8554,Comparison,-0.25
8555,fatal_accidents,-0.125
8556,Mission_Impossible,-0.875
8557,Carew,0.625
8558,nonunion,-0.625
8559,curfews,0.125
8560,unstructured,0.125
8561,misspelled,-0.125
8562,unattainable,-0.625
8563,giver,-0.125
8564,pronunciation,0.125
8565,sour_cream,-0.25
8566,Londoner,0.125
8567,quip,0.25
8568,laborious,-0.375
8569,Ignore,-0.5
8570,solvents,0.125
8571,impotent,-0.25
8572,dingy,-0.625
8573,disrespected,-1.0
8574,invigorate,0.125
8575,gamely,0.25
8576,Blend,0.125
8577,unrestrained,-0.625
8578,slouch,-0.125
8579,tapestry,0.375
8580,Greening,0.125
8581,capricious,0.625
8582,saucy,0.25
8583,raisins,-0.125
8584,Browser,-0.5
8585,sparkly,0.5
8586,Yelp,-0.125
8587,subsidizes,0.125
8588,tugged,-0.25
8589,craves,0.5
8590,xenophobic,-0.75
8591,Browse,-0.5
8592,lavishly,0.125
8593,jumble,-0.125
8594,busily,0.375
8595,kites,-0.125
8596,freaky,-0.25
8597,oddity,0.375
8598,Tomb,-0.125
8599,daft,-0.375
8600,Crucial,0.25
8601,aggravation,-0.5
8602,uninvited,-0.375
8603,tanking,-0.25
8604,abstentions,0.125
8605,outrageously,-0.375
8606,uninterested,-0.625
8607,Accept,0.125
8608,Casanova,0.125
8609,muttered,-0.25
8610,allergic_reaction,-0.125
8611,unspent,-0.125
8612,decontamination,-0.125
8613,yummy,0.5
8614,acutely,0.375
8615,Kerns,0.125
8616,Sly,0.5
8617,Lacking,0.125
8618,grinds,-0.5
8619,fondling,-0.25
8620,technicalities,-0.125
8621,Glamour,0.625
8622,unacceptably,-0.375
8623,newborn_baby,-0.125
8624,retaliating,-0.5
8625,heroines,0.5
8626,uninitiated,-0.25
8627,fable,-0.75
8628,indulgent,0.25
8629,DTS,-0.5
8630,Coons,-0.125
8631,homesick,-0.75
8632,laziness,-0.125
8633,dikes,-0.375
8634,rivaled,0.25
8635,juggled,0.375
8636,undaunted,0.625
8637,Yin,-0.125
8638,altruistic,0.875
8639,unconnected,-0.625
8640,unedited,0.25
8641,intuitively,0.125
8642,GAP,0.125
8643,prouder,0.125
8644,Smiles,0.125
8645,foundered,-0.625
8646,Golden_Boy,0.125
8647,degenerated,-0.25
8648,vengeful,-0.125
8649,gentler,-0.5
8650,poison_pill,0.125
8651,deformed,-0.25
8652,SIDS,0.375
8653,applicability,0.25
8654,crafters,0.5
8655,suave,0.625
8656,Mania,-0.125
8657,Consultation,0.125
8658,gruff,-0.625
8659,Gold_Rush,0.375
8660,virtuous,0.875
8661,tiredness,-0.25
8662,Good_Luck,0.25
8663,Geek,-0.25
8664,pleasantly,0.375
8665,rf,0.5
8666,eleventh_hour,0.125
8667,rougher,-0.375
8668,Demon,-0.11200000000000004
8669,Comparable,0.5
8670,repent,0.25
8671,Aus,-0.125
8672,Believing,-0.125
8673,Dyke,-0.375
8674,Ganesh,0.125
8675,Endeavor,0.125
8676,lurks,0.125
8677,bureaucracies,-0.125
8678,emergent,-0.125
8679,Wrangler,-0.25
8680,deliciously,0.125
8681,Cheaper,-0.25
8682,Enabling,0.375
8683,Harsh,-0.625
8684,frown,-0.625
8685,Answering,-0.25
8686,dyslexia,0.375
8687,embarrassingly,-0.375
8688,abduct,-0.125
8689,iron_fist,-0.375
8690,Unusual,-0.5
8691,REACH,0.25
8692,refreshingly,0.5
8693,Kafka,-0.125
8694,impervious,-0.625
8695,reissue,-0.375
8696,crosswalks,0.125
8697,quail,0.625
8698,perfumes,0.25
8699,perturbed,-0.125
8700,stinking,-0.5
8701,milieu,0.125
8702,vices,0.25
8703,Virtue,-0.125
8704,minding,-0.5
8705,miscalculation,-0.125
8706,Miracles,0.375
8707,Consideration,0.25
8708,fussy,-0.625
8709,frostbite,-0.625
8710,Glitter,0.125
8711,courageously,0.375
8712,Junk,-0.375
8713,presumptive,0.125
8714,rebuff,-0.125
8715,craziest,-0.5
8716,Dignity,0.75
8717,Tchaikovsky,0.125
8718,Jobless,-0.75
8719,pernicious,-0.875
8720,relapsed,0.5
8721,steel_mill,0.125
8722,fantastical,-0.625
8723,unfaithful,-0.625
8724,Minds,0.125
8725,Narcotics,-0.25
8726,Emotions,0.625
8727,loosing,0.375
8728,banal,-0.375
8729,conned,-0.125
8730,inducement,0.25
8731,Crack,0.125
8732,assayed,0.125
8733,extermination,0.5
8734,Chronic,-0.375
8735,Fall_Out,0.125
8736,showman,0.125
8737,French_fries,0.125
8738,disfigured,-0.875
8739,Prozac,-0.25
8740,Suspicious,-0.625
8741,coaxing,-0.125
8742,moored,0.125
8743,corresponded,0.375
8744,droppings,-0.125
8745,tactician,0.125
8746,Strangely,0.25
8747,Commitments,0.5
8748,mercifully,0.25
8749,wistful,-0.33399999999999996
8750,jazzy,-0.25
8751,Relying,0.375
8752,WoW,-0.125
8753,Theology,0.125
8754,Essence,0.25
8755,glistening,0.125
8756,rivaling,0.25
8757,fallacy,-0.25
8758,zipping,0.25
8759,precludes,0.25
8760,Strangers,-0.75
8761,Towing,-0.125
8762,groped,-0.5
8763,Trapped,-0.375
8764,Meltdown,-0.25
8765,conspicuously,0.125
8766,vigils,-0.125
8767,Liaison,0.25
8768,Shocking,0.375
8769,intransigence,-0.625
8770,cloaked,-0.5
8771,Jumbo,0.375
8772,Tributes,0.625
8773,affluence,0.25
8774,Boehm,0.375
8775,controllable,0.625
8776,undefined,-0.125
8777,familiarize,0.125
8778,speedier,0.5
8779,morbid,-0.5
8780,furthers,0.375
8781,marital_status,-0.125
8782,OIL,-0.125
8783,availed,0.5
8784,demented,-0.5
8785,bothersome,-0.5
8786,uncomplicated,0.125
8787,psycho,-0.375
8788,throwaway,-0.125
8789,Doubts,0.125
8790,reprint,-0.375
8791,impressionable,0.5
8792,affliction,-0.625
8793,Importance,0.625
8794,Wonders,0.75
8795,Imagination,-0.375
8796,Charm,0.5
8797,Beloved,0.125
8798,modicum,-0.25
8799,foolishness,0.25
8800,deacon,-0.125
8801,phobia,0.25
8802,scented,-0.375
8803,Othello,-0.5
8804,eschew,0.125
8805,Cloudy,-0.125
8806,Continuing_Education,0.25
8807,preservatives,-0.125
8808,artful,-0.875
8809,unflappable,-0.25
8810,docile,0.5
8811,intrude,-0.125
8812,indignity,0.75
8813,gratification,0.5
8814,deflationary,0.125
8815,antagonistic,-0.5
8816,repentance,-0.25
8817,Bust,0.375
8818,forgave,0.25
8819,swag,0.125
8820,matinees,0.125
8821,Retirees,0.125
8822,Rookies,-0.25
8823,shortcoming,-0.25
8824,uncompetitive,-0.75
8825,unforgivable,-0.125
8826,tardy,-0.125
8827,gobbling,0.125
8828,muttering,-0.625
8829,surreptitiously,0.25
8830,Disappointing,-0.25
8831,optimally,0.375
8832,morons,-0.125
8833,STDs,0.125
8834,wrapper,-0.125
8835,Degrees,-0.25
8836,twisters,-0.25
8837,industrious,-0.125
8838,otherworldly,-0.875
8839,middling,-0.5
8840,incarnations,0.125
8841,Aspire,0.125
8842,Bias,-0.875
8843,manageability,0.625
8844,sneaks,0.25
8845,repugnant,-0.75
8846,apolitical,0.25
8847,prescient,0.25
8848,overestimated,-0.125
8849,concealment,0.125
8850,cramping,-0.125
8851,Appropriate,0.125
8852,unplayable,-0.5
8853,PEP,0.25
8854,undated,-0.75
8855,unflinching,-0.125
8856,Babu,0.125
8857,commonality,-0.125
8858,overconfident,0.5
8859,Inclusion,0.125
8860,enforcers,0.375
8861,acrobatics,0.125
8862,Common_Sense,0.25
8863,glum,-0.625
8864,Stiller,-0.625
8865,Trainers,-0.25
8866,dreading,-0.625
8867,Weakness,-0.375
8868,Suffering,-0.375
8869,Scary,-0.75
